cr5,cr3,cr2,cr1,cr4,cost
0,10,2,2,6,10500
0,9,2,15,5,10500
0,10,2,10,5,10500
0,11,2,5,5,10500
0,12,2,0,5,10500
0,10,2,18,4,10500
0,11,2,13,4,10500
0,12,2,8,4,10500
0,13,2,3,4,10500
0,12,2,16,3,10500
0,13,2,11,3,10500
0,14,2,6,3,10500
0,15,2,1,3,10500
0,13,2,19,2,10500
0,14,2,14,2,10500
0,15,2,9,2,10500
0,16,2,4,2,10500
0,15,2,17,1,10500
0,16,2,12,1,10500
0,17,2,7,1,10500
0,18,2,2,1,10500
0,17,2,15,0,10500
0,18,2,10,0,10500
0,19,2,5,0,10500
0,20,2,0,0,10500
0,0,0,1,13,10500
0,0,0,9,12,10500
0,1,0,4,12,10500
0,0,0,17,11,10500
0,1,0,12,11,10500
0,2,0,7,11,10500
0,3,0,2,11,10500
0,2,0,15,10,10500
0,3,0,10,10,10500
0,4,0,5,10,10500
0,5,0,0,10,10500
0,3,0,18,9,10500
0,4,0,13,9,10500
0,5,0,8,9,10500
0,6,0,3,9,10500
0,5,0,16,8,10500
0,6,0,11,8,10500
0,7,0,6,8,10500
0,8,0,1,8,10500
0,6,0,19,7,10500
0,7,0,14,7,10500
0,8,0,9,7,10500
0,9,0,4,7,10500
0,8,0,17,6,10500
0,9,0,12,6,10500
0,10,0,7,6,10500
0,11,0,2,6,10500
0,10,0,15,5,10500
0,11,0,10,5,10500
0,12,0,5,5,10500
0,13,0,0,5,10500
0,11,0,18,4,10500
0,12,0,13,4,10500
0,13,0,8,4,10500
0,14,0,3,4,10500
0,13,0,16,3,10500
0,14,0,11,3,10500
0,15,0,6,3,10500
0,16,0,1,3,10500
0,14,0,19,2,10500
0,15,0,14,2,10500
0,16,0,9,2,10500
0,17,0,4,2,10500
0,16,0,17,1,10500
0,17,0,12,1,10500
0,18,0,7,1,10500
0,19,0,2,1,10500
0,18,0,15,0,10500
0,19,0,10,0,10500
0,20,0,5,0,10500
1,0,9,7,8,10550
1,1,9,2,8,10550
1,0,9,15,7,10550
1,1,9,10,7,10550
1,2,9,5,7,10550
1,3,9,0,7,10550
1,1,9,18,6,10550
1,2,9,13,6,10550
1,3,9,8,6,10550
1,4,9,3,6,10550
1,3,9,16,5,10550
1,4,9,11,5,10550
1,5,9,6,5,10550
1,6,9,1,5,10550
1,4,9,19,4,10550
1,5,9,14,4,10550
1,6,9,9,4,10550
1,7,9,4,4,10550
1,6,9,17,3,10550
1,7,9,12,3,10550
1,8,9,7,3,10550
1,9,9,2,3,10550
1,8,9,15,2,10550
1,9,9,10,2,10550
1,10,9,5,2,10550
1,11,9,0,2,10550
1,9,9,18,1,10550
1,10,9,13,1,10550
1,11,9,8,1,10550
1,12,9,3,1,10550
1,11,9,16,0,10550
1,12,9,11,0,10550
1,13,9,6,0,10550
1,14,9,1,0,10550
1,0,7,4,9,10550
1,0,7,12,8,10550
1,1,7,7,8,10550
1,2,7,2,8,10550
1,1,7,15,7,10550
1,2,7,10,7,10550
1,3,7,5,7,10550
1,4,7,0,7,10550
1,2,7,18,6,10550
1,3,7,13,6,10550
1,4,7,8,6,10550
1,5,7,3,6,10550
1,4,7,16,5,10550
1,5,7,11,5,10550
1,6,7,6,5,10550
1,7,7,1,5,10550
1,5,7,19,4,10550
1,6,7,14,4,10550
1,7,7,9,4,10550
1,8,7,4,4,10550
1,7,7,17,3,10550
1,8,7,12,3,10550
1,9,7,7,3,10550
1,10,7,2,3,10550
1,9,7,15,2,10550
1,10,7,10,2,10550
1,11,7,5,2,10550
1,12,7,0,2,10550
1,10,7,18,1,10550
1,11,7,13,1,10550
1,12,7,8,1,10550
1,13,7,3,1,10550
1,12,7,16,0,10550
1,13,7,11,0,10550
1,14,7,6,0,10550
1,15,7,1,0,10550
1,0,5,1,10,10550
1,0,5,9,9,10550
1,1,5,4,9,10550
1,0,5,17,8,10550
1,1,5,12,8,10550
1,2,5,7,8,10550
1,3,5,2,8,10550
1,2,5,15,7,10550
1,3,5,10,7,10550
1,4,5,5,7,10550
1,5,5,0,7,10550
1,3,5,18,6,10550
1,4,5,13,6,10550
1,5,5,8,6,10550
1,6,5,3,6,10550
1,5,5,16,5,10550
1,6,5,11,5,10550
1,7,5,6,5,10550
1,8,5,1,5,10550
1,6,5,19,4,10550
1,7,5,14,4,10550
1,8,5,9,4,10550
1,9,5,4,4,10550
1,8,5,17,3,10550
1,9,5,12,3,10550
1,10,5,7,3,10550
1,11,5,2,3,10550
1,10,5,15,2,10550
1,11,5,10,2,10550
1,12,5,5,2,10550
1,13,5,0,2,10550
1,11,5,18,1,10550
1,12,5,13,1,10550
1,13,5,8,1,10550
1,14,5,3,1,10550
1,13,5,16,0,10550
1,14,5,11,0,10550
1,15,5,6,0,10550
1,16,5,1,0,10550
1,0,3,6,10,10550
1,1,3,1,10,10550
1,0,3,14,9,10550
1,1,3,9,9,10550
1,2,3,4,9,10550
1,1,3,17,8,10550
1,2,3,12,8,10550
1,3,3,7,8,10550
1,4,3,2,8,10550
1,3,3,15,7,10550
1,4,3,10,7,10550
1,5,3,5,7,10550
1,6,3,0,7,10550
1,4,3,18,6,10550
1,5,3,13,6,10550
1,6,3,8,6,10550
1,7,3,3,6,10550
1,6,3,16,5,10550
1,7,3,11,5,10550
1,8,3,6,5,10550
1,9,3,1,5,10550
1,7,3,19,4,10550
1,8,3,14,4,10550
1,9,3,9,4,10550
1,10,3,4,4,10550
1,9,3,17,3,10550
1,10,3,12,3,10550
1,11,3,7,3,10550
1,12,3,2,3,10550
1,11,3,15,2,10550
1,12,3,10,2,10550
1,13,3,5,2,10550
1,14,3,0,2,10550
1,12,3,18,1,10550
1,13,3,13,1,10550
1,14,3,8,1,10550
1,15,3,3,1,10550
1,14,3,16,0,10550
1,15,3,11,0,10550
1,16,3,6,0,10550
1,17,3,1,0,10550
1,0,1,3,11,10550
1,0,1,11,10,10550
1,1,1,6,10,10550
1,2,1,1,10,10550
1,0,1,19,9,10550
1,1,1,14,9,10550
1,2,1,9,9,10550
1,3,1,4,9,10550
1,2,1,17,8,10550
1,3,1,12,8,10550
1,4,1,7,8,10550
1,5,1,2,8,10550
1,4,1,15,7,10550
1,5,1,10,7,10550
1,6,1,5,7,10550
1,7,1,0,7,10550
1,5,1,18,6,10550
1,6,1,13,6,10550
1,7,1,8,6,10550
1,8,1,3,6,10550
1,7,1,16,5,10550
1,8,1,11,5,10550
1,9,1,6,5,10550
1,10,1,1,5,10550
1,8,1,19,4,10550
1,9,1,14,4,10550
1,10,1,9,4,10550
1,11,1,4,4,10550
1,10,1,17,3,10550
1,11,1,12,3,10550
1,12,1,7,3,10550
1,13,1,2,3,10550
1,12,1,15,2,10550
1,13,1,10,2,10550
1,14,1,5,2,10550
1,15,1,0,2,10550
1,13,1,18,1,10550
1,14,1,13,1,10550
1,15,1,8,1,10550
1,16,1,3,1,10550
1,15,1,16,0,10550
1,16,1,11,0,10550
1,17,1,6,0,10550
1,18,1,1,0,10550
0,0,9,3,10,10550
0,0,9,11,9,10550
0,1,9,6,9,10550
0,2,9,1,9,10550
0,0,9,19,8,10550
0,1,9,14,8,10550
0,2,9,9,8,10550
0,3,9,4,8,10550
0,2,9,17,7,10550
0,3,9,12,7,10550
0,4,9,7,7,10550
0,5,9,2,7,10550
0,4,9,15,6,10550
0,5,9,10,6,10550
0,6,9,5,6,10550
0,7,9,0,6,10550
0,5,9,18,5,10550
0,6,9,13,5,10550
0,7,9,8,5,10550
0,8,9,3,5,10550
0,7,9,16,4,10550
0,8,9,11,4,10550
0,9,9,6,4,10550
0,10,9,1,4,10550
0,8,9,19,3,10550
0,9,9,14,3,10550
0,10,9,9,3,10550
0,11,9,4,3,10550
0,10,9,17,2,10550
0,11,9,12,2,10550
0,12,9,7,2,10550
0,13,9,2,2,10550
0,12,9,15,1,10550
0,13,9,10,1,10550
0,14,9,5,1,10550
0,15,9,0,1,10550
0,13,9,18,0,10550
0,14,9,13,0,10550
0,15,9,8,0,10550
0,16,9,3,0,10550
0,0,7,0,11,10550
0,0,7,8,10,10550
0,1,7,3,10,10550
0,0,7,16,9,10550
0,1,7,11,9,10550
0,2,7,6,9,10550
0,3,7,1,9,10550
0,1,7,19,8,10550
0,2,7,14,8,10550
0,3,7,9,8,10550
0,4,7,4,8,10550
0,3,7,17,7,10550
0,4,7,12,7,10550
0,5,7,7,7,10550
0,6,7,2,7,10550
0,5,7,15,6,10550
0,6,7,10,6,10550
0,7,7,5,6,10550
0,8,7,0,6,10550
0,6,7,18,5,10550
0,7,7,13,5,10550
0,8,7,8,5,10550
0,9,7,3,5,10550
0,8,7,16,4,10550
0,9,7,11,4,10550
0,10,7,6,4,10550
0,11,7,1,4,10550
0,9,7,19,3,10550
0,10,7,14,3,10550
0,11,7,9,3,10550
0,12,7,4,3,10550
0,11,7,17,2,10550
0,12,7,12,2,10550
0,13,7,7,2,10550
0,14,7,2,2,10550
0,13,7,15,1,10550
0,14,7,10,1,10550
0,15,7,5,1,10550
0,16,7,0,1,10550
0,14,7,18,0,10550
0,15,7,13,0,10550
0,16,7,8,0,10550
0,17,7,3,0,10550
0,0,5,5,11,10550
0,1,5,0,11,10550
0,0,5,13,10,10550
0,1,5,8,10,10550
0,2,5,3,10,10550
0,1,5,16,9,10550
0,2,5,11,9,10550
0,3,5,6,9,10550
0,4,5,1,9,10550
0,2,5,19,8,10550
0,3,5,14,8,10550
0,4,5,9,8,10550
0,5,5,4,8,10550
0,4,5,17,7,10550
0,5,5,12,7,10550
0,6,5,7,7,10550
0,7,5,2,7,10550
0,6,5,15,6,10550
0,7,5,10,6,10550
0,8,5,5,6,10550
0,9,5,0,6,10550
0,7,5,18,5,10550
0,8,5,13,5,10550
0,9,5,8,5,10550
0,10,5,3,5,10550
0,9,5,16,4,10550
0,10,5,11,4,10550
0,11,5,6,4,10550
0,12,5,1,4,10550
0,10,5,19,3,10550
0,11,5,14,3,10550
0,12,5,9,3,10550
0,13,5,4,3,10550
0,12,5,17,2,10550
0,13,5,12,2,10550
0,14,5,7,2,10550
0,15,5,2,2,10550
0,14,5,15,1,10550
0,15,5,10,1,10550
0,16,5,5,1,10550
0,17,5,0,1,10550
0,15,5,18,0,10550
0,16,5,13,0,10550
0,17,5,8,0,10550
0,18,5,3,0,10550
0,0,3,2,12,10550
0,0,3,10,11,10550
0,1,3,5,11,10550
0,2,3,0,11,10550
0,0,3,18,10,10550
0,1,3,13,10,10550
0,2,3,8,10,10550
0,3,3,3,10,10550
0,2,3,16,9,10550
0,3,3,11,9,10550
0,4,3,6,9,10550
0,5,3,1,9,10550
0,3,3,19,8,10550
0,4,3,14,8,10550
0,5,3,9,8,10550
0,6,3,4,8,10550
0,5,3,17,7,10550
0,6,3,12,7,10550
0,7,3,7,7,10550
0,8,3,2,7,10550
0,7,3,15,6,10550
0,8,3,10,6,10550
0,9,3,5,6,10550
0,10,3,0,6,10550
0,8,3,18,5,10550
0,9,3,13,5,10550
0,10,3,8,5,10550
0,11,3,3,5,10550
0,10,3,16,4,10550
0,11,3,11,4,10550
0,12,3,6,4,10550
0,13,3,1,4,10550
0,11,3,19,3,10550
0,12,3,14,3,10550
0,13,3,9,3,10550
0,14,3,4,3,10550
0,13,3,17,2,10550
0,14,3,12,2,10550
0,15,3,7,2,10550
0,16,3,2,2,10550
0,15,3,15,1,10550
0,16,3,10,1,10550
0,17,3,5,1,10550
0,18,3,0,1,10550
0,16,3,18,0,10550
0,17,3,13,0,10550
0,18,3,8,0,10550
0,19,3,3,0,10550
0,0,1,7,12,10550
0,1,1,2,12,10550
0,0,1,15,11,10550
0,1,1,10,11,10550
0,2,1,5,11,10550
0,3,1,0,11,10550
0,1,1,18,10,10550
0,2,1,13,10,10550
0,3,1,8,10,10550
0,4,1,3,10,10550
0,3,1,16,9,10550
0,4,1,11,9,10550
0,5,1,6,9,10550
0,6,1,1,9,10550
0,4,1,19,8,10550
0,5,1,14,8,10550
0,6,1,9,8,10550
0,7,1,4,8,10550
0,6,1,17,7,10550
0,7,1,12,7,10550
0,8,1,7,7,10550
0,9,1,2,7,10550
0,8,1,15,6,10550
0,9,1,10,6,10550
0,10,1,5,6,10550
0,11,1,0,6,10550
0,9,1,18,5,10550
0,10,1,13,5,10550
0,11,1,8,5,10550
0,12,1,3,5,10550
0,11,1,16,4,10550
0,12,1,11,4,10550
0,13,1,6,4,10550
0,14,1,1,4,10550
0,12,1,19,3,10550
0,13,1,14,3,10550
0,14,1,9,3,10550
0,15,1,4,3,10550
0,14,1,17,2,10550
0,15,1,12,2,10550
0,16,1,7,2,10550
0,17,1,2,2,10550
0,16,1,15,1,10550
0,17,1,10,1,10550
0,18,1,5,1,10550
0,19,1,0,1,10550
0,17,1,18,0,10550
0,18,1,13,0,10550
0,19,1,8,0,10550
0,20,1,3,0,10550
1,0,10,5,8,10600
1,1,10,0,8,10600
1,0,10,13,7,10600
1,1,10,8,7,10600
1,2,10,3,7,10600
1,1,10,16,6,10600
1,2,10,11,6,10600
1,3,10,6,6,10600
1,4,10,1,6,10600
1,2,10,19,5,10600
1,3,10,14,5,10600
1,4,10,9,5,10600
1,5,10,4,5,10600
1,4,10,17,4,10600
1,5,10,12,4,10600
1,6,10,7,4,10600
1,7,10,2,4,10600
1,6,10,15,3,10600
1,7,10,10,3,10600
1,8,10,5,3,10600
1,9,10,0,3,10600
1,7,10,18,2,10600
1,8,10,13,2,10600
1,9,10,8,2,10600
1,10,10,3,2,10600
1,9,10,16,1,10600
1,10,10,11,1,10600
1,11,10,6,1,10600
1,12,10,1,1,10600
1,10,10,19,0,10600
1,11,10,14,0,10600
1,12,10,9,0,10600
1,13,10,4,0,10600
1,0,8,2,9,10600
1,0,8,10,8,10600
1,1,8,5,8,10600
1,2,8,0,8,10600
1,0,8,18,7,10600
1,1,8,13,7,10600
1,2,8,8,7,10600
1,3,8,3,7,10600
1,2,8,16,6,10600
1,3,8,11,6,10600
1,4,8,6,6,10600
1,5,8,1,6,10600
1,3,8,19,5,10600
1,4,8,14,5,10600
1,5,8,9,5,10600
1,6,8,4,5,10600
1,5,8,17,4,10600
1,6,8,12,4,10600
1,7,8,7,4,10600
1,8,8,2,4,10600
1,7,8,15,3,10600
1,8,8,10,3,10600
1,9,8,5,3,10600
1,10,8,0,3,10600
1,8,8,18,2,10600
1,9,8,13,2,10600
1,10,8,8,2,10600
1,11,8,3,2,10600
1,10,8,16,1,10600
1,11,8,11,1,10600
1,12,8,6,1,10600
1,13,8,1,1,10600
1,11,8,19,0,10600
1,12,8,14,0,10600
1,13,8,9,0,10600
1,14,8,4,0,10600
1,0,6,7,9,10600
1,1,6,2,9,10600
1,0,6,15,8,10600
1,1,6,10,8,10600
1,2,6,5,8,10600
1,3,6,0,8,10600
1,1,6,18,7,10600
1,2,6,13,7,10600
1,3,6,8,7,10600
1,4,6,3,7,10600
1,3,6,16,6,10600
1,4,6,11,6,10600
1,5,6,6,6,10600
1,6,6,1,6,10600
1,4,6,19,5,10600
1,5,6,14,5,10600
1,6,6,9,5,10600
1,7,6,4,5,10600
1,6,6,17,4,10600
1,7,6,12,4,10600
1,8,6,7,4,10600
1,9,6,2,4,10600
1,8,6,15,3,10600
1,9,6,10,3,10600
1,10,6,5,3,10600
1,11,6,0,3,10600
1,9,6,18,2,10600
1,10,6,13,2,10600
1,11,6,8,2,10600
1,12,6,3,2,10600
1,11,6,16,1,10600
1,12,6,11,1,10600
1,13,6,6,1,10600
1,14,6,1,1,10600
1,12,6,19,0,10600
1,13,6,14,0,10600
1,14,6,9,0,10600
1,15,6,4,0,10600
1,0,4,4,10,10600
1,0,4,12,9,10600
1,1,4,7,9,10600
1,2,4,2,9,10600
1,1,4,15,8,10600
1,2,4,10,8,10600
1,3,4,5,8,10600
1,4,4,0,8,10600
1,2,4,18,7,10600
1,3,4,13,7,10600
1,4,4,8,7,10600
1,5,4,3,7,10600
1,4,4,16,6,10600
1,5,4,11,6,10600
1,6,4,6,6,10600
1,7,4,1,6,10600
1,5,4,19,5,10600
1,6,4,14,5,10600
1,7,4,9,5,10600
1,8,4,4,5,10600
1,7,4,17,4,10600
1,8,4,12,4,10600
1,9,4,7,4,10600
1,10,4,2,4,10600
1,9,4,15,3,10600
1,10,4,10,3,10600
1,11,4,5,3,10600
1,12,4,0,3,10600
1,10,4,18,2,10600
1,11,4,13,2,10600
1,12,4,8,2,10600
1,13,4,3,2,10600
1,12,4,16,1,10600
1,13,4,11,1,10600
1,14,4,6,1,10600
1,15,4,1,1,10600
1,13,4,19,0,10600
1,14,4,14,0,10600
1,15,4,9,0,10600
1,16,4,4,0,10600
1,0,2,1,11,10600
1,0,2,9,10,10600
1,1,2,4,10,10600
1,0,2,17,9,10600
1,1,2,12,9,10600
1,2,2,7,9,10600
1,3,2,2,9,10600
1,2,2,15,8,10600
1,3,2,10,8,10600
1,4,2,5,8,10600
1,5,2,0,8,10600
1,3,2,18,7,10600
1,4,2,13,7,10600
1,5,2,8,7,10600
1,6,2,3,7,10600
1,5,2,16,6,10600
1,6,2,11,6,10600
1,7,2,6,6,10600
1,8,2,1,6,10600
1,6,2,19,5,10600
1,7,2,14,5,10600
1,8,2,9,5,10600
1,9,2,4,5,10600
1,8,2,17,4,10600
1,9,2,12,4,10600
1,10,2,7,4,10600
1,11,2,2,4,10600
1,10,2,15,3,10600
1,11,2,10,3,10600
1,12,2,5,3,10600
1,13,2,0,3,10600
1,11,2,18,2,10600
1,12,2,13,2,10600
1,13,2,8,2,10600
1,14,2,3,2,10600
1,13,2,16,1,10600
1,14,2,11,1,10600
1,15,2,6,1,10600
1,16,2,1,1,10600
1,14,2,19,0,10600
1,15,2,14,0,10600
1,16,2,9,0,10600
1,17,2,4,0,10600
1,0,0,6,11,10600
1,1,0,1,11,10600
1,0,0,14,10,10600
1,1,0,9,10,10600
1,2,0,4,10,10600
1,1,0,17,9,10600
1,2,0,12,9,10600
1,3,0,7,9,10600
1,4,0,2,9,10600
1,3,0,15,8,10600
1,4,0,10,8,10600
1,5,0,5,8,10600
1,6,0,0,8,10600
1,4,0,18,7,10600
1,5,0,13,7,10600
1,6,0,8,7,10600
1,7,0,3,7,10600
1,6,0,16,6,10600
1,7,0,11,6,10600
1,8,0,6,6,10600
1,9,0,1,6,10600
1,7,0,19,5,10600
1,8,0,14,5,10600
1,9,0,9,5,10600
1,10,0,4,5,10600
1,9,0,17,4,10600
1,10,0,12,4,10600
1,11,0,7,4,10600
1,12,0,2,4,10600
1,11,0,15,3,10600
1,12,0,10,3,10600
1,13,0,5,3,10600
1,14,0,0,3,10600
1,12,0,18,2,10600
1,13,0,13,2,10600
1,14,0,8,2,10600
1,15,0,3,2,10600
1,14,0,16,1,10600
1,15,0,11,1,10600
1,16,0,6,1,10600
1,17,0,1,1,10600
1,15,0,19,0,10600
1,16,0,14,0,10600
1,17,0,9,0,10600
1,18,0,4,0,10600
0,0,10,1,10,10600
0,0,10,9,9,10600
0,1,10,4,9,10600
0,0,10,17,8,10600
0,1,10,12,8,10600
0,2,10,7,8,10600
0,3,10,2,8,10600
0,2,10,15,7,10600
0,3,10,10,7,10600
0,4,10,5,7,10600
0,5,10,0,7,10600
0,3,10,18,6,10600
0,4,10,13,6,10600
0,5,10,8,6,10600
0,6,10,3,6,10600
0,5,10,16,5,10600
0,6,10,11,5,10600
0,7,10,6,5,10600
0,8,10,1,5,10600
0,6,10,19,4,10600
0,7,10,14,4,10600
0,8,10,9,4,10600
0,9,10,4,4,10600
0,8,10,17,3,10600
0,9,10,12,3,10600
0,10,10,7,3,10600
0,11,10,2,3,10600
0,10,10,15,2,10600
0,11,10,10,2,10600
0,12,10,5,2,10600
0,13,10,0,2,10600
0,11,10,18,1,10600
0,12,10,13,1,10600
0,13,10,8,1,10600
0,14,10,3,1,10600
0,13,10,16,0,10600
0,14,10,11,0,10600
0,15,10,6,0,10600
0,16,10,1,0,10600
0,0,8,6,10,10600
0,1,8,1,10,10600
0,0,8,14,9,10600
0,1,8,9,9,10600
0,2,8,4,9,10600
0,1,8,17,8,10600
0,2,8,12,8,10600
0,3,8,7,8,10600
0,4,8,2,8,10600
0,3,8,15,7,10600
0,4,8,10,7,10600
0,5,8,5,7,10600
0,6,8,0,7,10600
0,4,8,18,6,10600
0,5,8,13,6,10600
0,6,8,8,6,10600
0,7,8,3,6,10600
0,6,8,16,5,10600
0,7,8,11,5,10600
0,8,8,6,5,10600
0,9,8,1,5,10600
0,7,8,19,4,10600
0,8,8,14,4,10600
0,9,8,9,4,10600
0,10,8,4,4,10600
0,9,8,17,3,10600
0,10,8,12,3,10600
0,11,8,7,3,10600
0,12,8,2,3,10600
0,11,8,15,2,10600
0,12,8,10,2,10600
0,13,8,5,2,10600
0,14,8,0,2,10600
0,12,8,18,1,10600
0,13,8,13,1,10600
0,14,8,8,1,10600
0,15,8,3,1,10600
0,14,8,16,0,10600
0,15,8,11,0,10600
0,16,8,6,0,10600
0,17,8,1,0,10600
0,0,6,3,11,10600
0,0,6,11,10,10600
0,1,6,6,10,10600
0,2,6,1,10,10600
0,0,6,19,9,10600
0,1,6,14,9,10600
0,2,6,9,9,10600
0,3,6,4,9,10600
0,2,6,17,8,10600
0,3,6,12,8,10600
0,4,6,7,8,10600
0,5,6,2,8,10600
0,4,6,15,7,10600
0,5,6,10,7,10600
0,6,6,5,7,10600
0,7,6,0,7,10600
0,5,6,18,6,10600
0,6,6,13,6,10600
0,7,6,8,6,10600
0,8,6,3,6,10600
0,7,6,16,5,10600
0,8,6,11,5,10600
0,9,6,6,5,10600
0,10,6,1,5,10600
0,8,6,19,4,10600
0,9,6,14,4,10600
0,10,6,9,4,10600
0,11,6,4,4,10600
0,10,6,17,3,10600
0,11,6,12,3,10600
0,12,6,7,3,10600
0,13,6,2,3,10600
0,12,6,15,2,10600
0,13,6,10,2,10600
0,14,6,5,2,10600
0,15,6,0,2,10600
0,13,6,18,1,10600
0,14,6,13,1,10600
0,15,6,8,1,10600
0,16,6,3,1,10600
0,15,6,16,0,10600
0,16,6,11,0,10600
0,17,6,6,0,10600
0,18,6,1,0,10600
0,0,4,0,12,10600
0,0,4,8,11,10600
0,1,4,3,11,10600
0,0,4,16,10,10600
0,1,4,11,10,10600
0,2,4,6,10,10600
0,3,4,1,10,10600
0,1,4,19,9,10600
0,2,4,14,9,10600
0,3,4,9,9,10600
0,4,4,4,9,10600
0,3,4,17,8,10600
0,4,4,12,8,10600
0,5,4,7,8,10600
0,6,4,2,8,10600
0,5,4,15,7,10600
0,6,4,10,7,10600
0,7,4,5,7,10600
0,8,4,0,7,10600
0,6,4,18,6,10600
0,7,4,13,6,10600
0,8,4,8,6,10600
0,9,4,3,6,10600
0,8,4,16,5,10600
0,9,4,11,5,10600
0,10,4,6,5,10600
0,11,4,1,5,10600
0,9,4,19,4,10600
0,10,4,14,4,10600
0,11,4,9,4,10600
0,12,4,4,4,10600
0,11,4,17,3,10600
0,12,4,12,3,10600
0,13,4,7,3,10600
0,14,4,2,3,10600
0,13,4,15,2,10600
0,14,4,10,2,10600
0,15,4,5,2,10600
0,16,4,0,2,10600
0,14,4,18,1,10600
0,15,4,13,1,10600
0,16,4,8,1,10600
0,17,4,3,1,10600
0,16,4,16,0,10600
0,17,4,11,0,10600
0,18,4,6,0,10600
0,19,4,1,0,10600
0,0,2,5,12,10600
0,1,2,0,12,10600
0,0,2,13,11,10600
0,1,2,8,11,10600
0,2,2,3,11,10600
0,1,2,16,10,10600
0,2,2,11,10,10600
0,3,2,6,10,10600
0,4,2,1,10,10600
0,2,2,19,9,10600
0,3,2,14,9,10600
0,4,2,9,9,10600
0,5,2,4,9,10600
0,4,2,17,8,10600
0,5,2,12,8,10600
0,6,2,7,8,10600
0,7,2,2,8,10600
0,6,2,15,7,10600
0,7,2,10,7,10600
0,8,2,5,7,10600
0,9,2,0,7,10600
0,7,2,18,6,10600
0,8,2,13,6,10600
0,9,2,8,6,10600
0,10,2,3,6,10600
0,9,2,16,5,10600
0,10,2,11,5,10600
0,11,2,6,5,10600
0,12,2,1,5,10600
0,10,2,19,4,10600
0,11,2,14,4,10600
0,12,2,9,4,10600
0,13,2,4,4,10600
0,12,2,17,3,10600
0,13,2,12,3,10600
0,14,2,7,3,10600
0,15,2,2,3,10600
0,14,2,15,2,10600
0,15,2,10,2,10600
0,16,2,5,2,10600
0,17,2,0,2,10600
0,15,2,18,1,10600
0,16,2,13,1,10600
0,17,2,8,1,10600
0,18,2,3,1,10600
0,17,2,16,0,10600
0,18,2,11,0,10600
0,19,2,6,0,10600
0,20,2,1,0,10600
0,0,0,2,13,10600
0,0,0,10,12,10600
0,1,0,5,12,10600
0,2,0,0,12,10600
0,0,0,18,11,10600
0,1,0,13,11,10600
0,2,0,8,11,10600
0,3,0,3,11,10600
0,2,0,16,10,10600
0,3,0,11,10,10600
0,4,0,6,10,10600
0,5,0,1,10,10600
0,3,0,19,9,10600
0,4,0,14,9,10600
0,5,0,9,9,10600
0,6,0,4,9,10600
0,5,0,17,8,10600
0,6,0,12,8,10600
0,7,0,7,8,10600
0,8,0,2,8,10600
0,7,0,15,7,10600
0,8,0,10,7,10600
0,9,0,5,7,10600
0,10,0,0,7,10600
0,8,0,18,6,10600
0,9,0,13,6,10600
0,10,0,8,6,10600
0,11,0,3,6,10600
0,10,0,16,5,10600
0,11,0,11,5,10600
0,12,0,6,5,10600
0,13,0,1,5,10600
0,11,0,19,4,10600
0,12,0,14,4,10600
0,13,0,9,4,10600
0,14,0,4,4,10600
0,13,0,17,3,10600
0,14,0,12,3,10600
0,15,0,7,3,10600
0,16,0,2,3,10600
0,15,0,15,2,10600
0,16,0,10,2,10600
0,17,0,5,2,10600
0,18,0,0,2,10600
0,16,0,18,1,10600
0,17,0,13,1,10600
0,18,0,8,1,10600
0,19,0,3,1,10600
0,18,0,16,0,10600
0,19,0,11,0,10600
0,20,0,6,0,10600
1,0,9,0,9,10650
1,0,9,8,8,10650
1,1,9,3,8,10650
1,0,9,16,7,10650
1,1,9,11,7,10650
1,2,9,6,7,10650
1,3,9,1,7,10650
1,1,9,19,6,10650
1,2,9,14,6,10650
1,3,9,9,6,10650
1,4,9,4,6,10650
1,3,9,17,5,10650
1,4,9,12,5,10650
1,5,9,7,5,10650
1,6,9,2,5,10650
1,5,9,15,4,10650
1,6,9,10,4,10650
1,7,9,5,4,10650
1,8,9,0,4,10650
1,6,9,18,3,10650
1,7,9,13,3,10650
1,8,9,8,3,10650
1,9,9,3,3,10650
1,8,9,16,2,10650
1,9,9,11,2,10650
1,10,9,6,2,10650
1,11,9,1,2,10650
1,9,9,19,1,10650
1,10,9,14,1,10650
1,11,9,9,1,10650
1,12,9,4,1,10650
1,11,9,17,0,10650
1,12,9,12,0,10650
1,13,9,7,0,10650
1,14,9,2,0,10650
1,0,7,5,9,10650
1,1,7,0,9,10650
1,0,7,13,8,10650
1,1,7,8,8,10650
1,2,7,3,8,10650
1,1,7,16,7,10650
1,2,7,11,7,10650
1,3,7,6,7,10650
1,4,7,1,7,10650
1,2,7,19,6,10650
1,3,7,14,6,10650
1,4,7,9,6,10650
1,5,7,4,6,10650
1,4,7,17,5,10650
1,5,7,12,5,10650
1,6,7,7,5,10650
1,7,7,2,5,10650
1,6,7,15,4,10650
1,7,7,10,4,10650
1,8,7,5,4,10650
1,9,7,0,4,10650
1,7,7,18,3,10650
1,8,7,13,3,10650
1,9,7,8,3,10650
1,10,7,3,3,10650
1,9,7,16,2,10650
1,10,7,11,2,10650
1,11,7,6,2,10650
1,12,7,1,2,10650
1,10,7,19,1,10650
1,11,7,14,1,10650
1,12,7,9,1,10650
1,13,7,4,1,10650
1,12,7,17,0,10650
1,13,7,12,0,10650
1,14,7,7,0,10650
1,15,7,2,0,10650
1,0,5,2,10,10650
1,0,5,10,9,10650
