cr5,cr3,cr2,cr1,cr4,cost
0,10,6,8,1,8100
0,10,4,13,1,8100
0,10,2,18,1,8100
0,10,12,1,0,8100
0,10,10,6,0,8100
0,10,8,11,0,8100
0,10,6,16,0,8100
0,10,4,21,0,8100
0,9,0,4,4,8100
0,9,4,2,3,8100
0,9,2,7,3,8100
0,9,0,12,3,8100
0,9,8,0,2,8100
0,9,6,5,2,8100
0,9,4,10,2,8100
0,9,2,15,2,8100
0,9,0,20,2,8100
0,9,10,3,1,8100
0,9,8,8,1,8100
0,9,6,13,1,8100
0,9,4,18,1,8100
0,9,14,1,0,8100
0,9,12,6,0,8100
0,9,10,11,0,8100
0,9,8,16,0,8100
0,9,6,21,0,8100
0,8,0,1,5,8100
0,8,2,4,4,8100
0,8,0,9,4,8100
0,8,6,2,3,8100
0,8,4,7,3,8100
0,8,2,12,3,8100
0,8,0,17,3,8100
0,8,10,0,2,8100
0,8,8,5,2,8100
0,8,6,10,2,8100
0,8,4,15,2,8100
0,8,2,20,2,8100
0,8,12,3,1,8100
0,8,10,8,1,8100
0,8,8,13,1,8100
0,8,6,18,1,8100
0,8,14,6,0,8100
0,8,12,11,0,8100
0,8,10,16,0,8100
0,8,8,21,0,8100
0,7,2,1,5,8100
0,7,0,6,5,8100
0,7,4,4,4,8100
0,7,2,9,4,8100
0,7,0,14,4,8100
0,7,8,2,3,8100
0,7,6,7,3,8100
0,7,4,12,3,8100
0,7,2,17,3,8100
0,7,0,22,3,8100
0,7,12,0,2,8100
0,7,10,5,2,8100
0,7,8,10,2,8100
0,7,6,15,2,8100
0,7,4,20,2,8100
0,7,14,3,1,8100
0,7,12,8,1,8100
0,7,10,13,1,8100
0,7,8,18,1,8100
0,7,14,11,0,8100
0,7,12,16,0,8100
0,7,10,21,0,8100
0,6,0,3,6,8100
0,6,4,1,5,8100
0,6,2,6,5,8100
0,6,0,11,5,8100
0,6,6,4,4,8100
0,6,4,9,4,8100
0,6,2,14,4,8100
0,6,0,19,4,8100
0,6,10,2,3,8100
0,6,8,7,3,8100
0,6,6,12,3,8100
0,6,4,17,3,8100
0,6,2,22,3,8100
0,6,14,0,2,8100
0,6,12,5,2,8100
0,6,10,10,2,8100
0,6,8,15,2,8100
0,6,6,20,2,8100
0,6,14,8,1,8100
0,6,12,13,1,8100
0,6,10,18,1,8100
0,6,14,16,0,8100
0,6,12,21,0,8100
0,5,0,0,7,8100
0,5,2,3,6,8100
0,5,0,8,6,8100
0,5,6,1,5,8100
0,5,4,6,5,8100
0,5,2,11,5,8100
0,5,0,16,5,8100
0,5,8,4,4,8100
0,5,6,9,4,8100
0,5,4,14,4,8100
0,5,2,19,4,8100
0,5,12,2,3,8100
0,5,10,7,3,8100
0,5,8,12,3,8100
0,5,6,17,3,8100
0,5,4,22,3,8100
0,5,14,5,2,8100
0,5,12,10,2,8100
0,5,10,15,2,8100
0,5,8,20,2,8100
0,5,14,13,1,8100
0,5,12,18,1,8100
0,5,14,21,0,8100
0,4,2,0,7,8100
0,4,0,5,7,8100
0,4,4,3,6,8100
0,4,2,8,6,8100
0,4,0,13,6,8100
0,4,8,1,5,8100
0,4,6,6,5,8100
0,4,4,11,5,8100
0,4,2,16,5,8100
0,4,0,21,5,8100
0,4,10,4,4,8100
0,4,8,9,4,8100
0,4,6,14,4,8100
0,4,4,19,4,8100
0,4,14,2,3,8100
0,4,12,7,3,8100
0,4,10,12,3,8100
0,4,8,17,3,8100
0,4,6,22,3,8100
0,4,14,10,2,8100
0,4,12,15,2,8100
0,4,10,20,2,8100
0,4,14,18,1,8100
0,3,0,2,8,8100
0,3,4,0,7,8100
0,3,2,5,7,8100
0,3,0,10,7,8100
0,3,6,3,6,8100
0,3,4,8,6,8100
0,3,2,13,6,8100
0,3,0,18,6,8100
0,3,10,1,5,8100
0,3,8,6,5,8100
0,3,6,11,5,8100
0,3,4,16,5,8100
0,3,2,21,5,8100
0,3,12,4,4,8100
0,3,10,9,4,8100
0,3,8,14,4,8100
0,3,6,19,4,8100
0,3,14,7,3,8100
0,3,12,12,3,8100
0,3,10,17,3,8100
0,3,8,22,3,8100
0,3,14,15,2,8100
0,3,12,20,2,8100
0,2,2,2,8,8100
0,2,0,7,8,8100
0,2,6,0,7,8100
0,2,4,5,7,8100
0,2,2,10,7,8100
0,2,0,15,7,8100
0,2,8,3,6,8100
0,2,6,8,6,8100
0,2,4,13,6,8100
0,2,2,18,6,8100
0,2,12,1,5,8100
0,2,10,6,5,8100
0,2,8,11,5,8100
0,2,6,16,5,8100
0,2,4,21,5,8100
0,2,14,4,4,8100
0,2,12,9,4,8100
0,2,10,14,4,8100
0,2,8,19,4,8100
0,2,14,12,3,8100
0,2,12,17,3,8100
0,2,10,22,3,8100
0,2,14,20,2,8100
0,1,0,4,9,8100
0,1,4,2,8,8100
0,1,2,7,8,8100
0,1,0,12,8,8100
0,1,8,0,7,8100
0,1,6,5,7,8100
0,1,4,10,7,8100
0,1,2,15,7,8100
0,1,0,20,7,8100
0,1,10,3,6,8100
0,1,8,8,6,8100
0,1,6,13,6,8100
0,1,4,18,6,8100
0,1,14,1,5,8100
0,1,12,6,5,8100
0,1,10,11,5,8100
0,1,8,16,5,8100
0,1,6,21,5,8100
0,1,14,9,4,8100
0,1,12,14,4,8100
0,1,10,19,4,8100
0,1,14,17,3,8100
0,1,12,22,3,8100
0,0,0,1,10,8100
0,0,2,4,9,8100
0,0,0,9,9,8100
0,0,6,2,8,8100
0,0,4,7,8,8100
0,0,2,12,8,8100
0,0,0,17,8,8100
0,0,10,0,7,8100
0,0,8,5,7,8100
0,0,6,10,7,8100
0,0,4,15,7,8100
0,0,2,20,7,8100
0,0,12,3,6,8100
0,0,10,8,6,8100
0,0,8,13,6,8100
0,0,6,18,6,8100
0,0,14,6,5,8100
0,0,12,11,5,8100
0,0,10,16,5,8100
0,0,8,21,5,8100
0,0,14,14,4,8100
0,0,12,19,4,8100
0,0,14,22,3,8100
3,8,1,3,0,8150
3,7,1,0,1,8150
3,7,3,3,0,8150
3,7,1,8,0,8150
3,6,3,0,1,8150
3,6,1,5,1,8150
3,6,5,3,0,8150
3,6,3,8,0,8150
3,6,1,13,0,8150
3,5,1,2,2,8150
3,5,5,0,1,8150
3,5,3,5,1,8150
3,5,1,10,1,8150
3,5,7,3,0,8150
3,5,5,8,0,8150
3,5,3,13,0,8150
3,5,1,18,0,8150
3,4,3,2,2,8150
3,4,1,7,2,8150
3,4,7,0,1,8150
3,4,5,5,1,8150
3,4,3,10,1,8150
3,4,1,15,1,8150
3,4,9,3,0,8150
3,4,7,8,0,8150
3,4,5,13,0,8150
3,4,3,18,0,8150
3,3,1,4,3,8150
3,3,5,2,2,8150
3,3,3,7,2,8150
3,3,1,12,2,8150
3,3,9,0,1,8150
3,3,7,5,1,8150
3,3,5,10,1,8150
3,3,3,15,1,8150
3,3,1,20,1,8150
3,3,11,3,0,8150
3,3,9,8,0,8150
3,3,7,13,0,8150
3,3,5,18,0,8150
3,2,1,1,4,8150
3,2,3,4,3,8150
3,2,1,9,3,8150
3,2,7,2,2,8150
3,2,5,7,2,8150
3,2,3,12,2,8150
3,2,1,17,2,8150
3,2,11,0,1,8150
3,2,9,5,1,8150
3,2,7,10,1,8150
3,2,5,15,1,8150
3,2,3,20,1,8150
3,2,13,3,0,8150
3,2,11,8,0,8150
3,2,9,13,0,8150
3,2,7,18,0,8150
3,1,3,1,4,8150
3,1,1,6,4,8150
3,1,5,4,3,8150
3,1,3,9,3,8150
3,1,1,14,3,8150
3,1,9,2,2,8150
3,1,7,7,2,8150
3,1,5,12,2,8150
3,1,3,17,2,8150
3,1,1,22,2,8150
3,1,13,0,1,8150
3,1,11,5,1,8150
3,1,9,10,1,8150
3,1,7,15,1,8150
3,1,5,20,1,8150
3,1,15,3,0,8150
3,1,13,8,0,8150
3,1,11,13,0,8150
3,1,9,18,0,8150
3,0,1,3,5,8150
3,0,5,1,4,8150
3,0,3,6,4,8150
3,0,1,11,4,8150
3,0,7,4,3,8150
3,0,5,9,3,8150
3,0,3,14,3,8150
3,0,1,19,3,8150
3,0,11,2,2,8150
3,0,9,7,2,8150
3,0,7,12,2,8150
3,0,5,17,2,8150
3,0,3,22,2,8150
3,0,15,0,1,8150
3,0,13,5,1,8150
3,0,11,10,1,8150
3,0,9,15,1,8150
3,0,7,20,1,8150
3,0,15,8,0,8150
3,0,13,13,0,8150
3,0,11,18,0,8150
2,11,1,0,0,8150
2,10,3,0,0,8150
2,10,1,5,0,8150
2,9,1,2,1,8150
2,9,5,0,0,8150
2,9,3,5,0,8150
2,9,1,10,0,8150
2,8,3,2,1,8150
2,8,1,7,1,8150
2,8,7,0,0,8150
2,8,5,5,0,8150
2,8,3,10,0,8150
2,8,1,15,0,8150
2,7,1,4,2,8150
2,7,5,2,1,8150
2,7,3,7,1,8150
2,7,1,12,1,8150
2,7,9,0,0,8150
2,7,7,5,0,8150
2,7,5,10,0,8150
2,7,3,15,0,8150
2,7,1,20,0,8150
2,6,1,1,3,8150
2,6,3,4,2,8150
2,6,1,9,2,8150
2,6,7,2,1,8150
2,6,5,7,1,8150
2,6,3,12,1,8150
2,6,1,17,1,8150
2,6,11,0,0,8150
2,6,9,5,0,8150
2,6,7,10,0,8150
2,6,5,15,0,8150
2,6,3,20,0,8150
2,5,3,1,3,8150
2,5,1,6,3,8150
2,5,5,4,2,8150
2,5,3,9,2,8150
2,5,1,14,2,8150
2,5,9,2,1,8150
2,5,7,7,1,8150
2,5,5,12,1,8150
2,5,3,17,1,8150
2,5,1,22,1,8150
2,5,13,0,0,8150
2,5,11,5,0,8150
2,5,9,10,0,8150
2,5,7,15,0,8150
2,5,5,20,0,8150
2,4,1,3,4,8150
2,4,5,1,3,8150
2,4,3,6,3,8150
2,4,1,11,3,8150
2,4,7,4,2,8150
2,4,5,9,2,8150
2,4,3,14,2,8150
2,4,1,19,2,8150
2,4,11,2,1,8150
2,4,9,7,1,8150
2,4,7,12,1,8150
2,4,5,17,1,8150
2,4,3,22,1,8150
2,4,15,0,0,8150
2,4,13,5,0,8150
2,4,11,10,0,8150
2,4,9,15,0,8150
2,4,7,20,0,8150
2,3,1,0,5,8150
2,3,3,3,4,8150
2,3,1,8,4,8150
2,3,7,1,3,8150
2,3,5,6,3,8150
2,3,3,11,3,8150
2,3,1,16,3,8150
2,3,9,4,2,8150
2,3,7,9,2,8150
2,3,5,14,2,8150
2,3,3,19,2,8150
2,3,13,2,1,8150
2,3,11,7,1,8150
2,3,9,12,1,8150
2,3,7,17,1,8150
2,3,5,22,1,8150
2,3,15,5,0,8150
2,3,13,10,0,8150
2,3,11,15,0,8150
2,3,9,20,0,8150
2,2,3,0,5,8150
2,2,1,5,5,8150
2,2,5,3,4,8150
2,2,3,8,4,8150
2,2,1,13,4,8150
2,2,9,1,3,8150
2,2,7,6,3,8150
2,2,5,11,3,8150
2,2,3,16,3,8150
2,2,1,21,3,8150
2,2,11,4,2,8150
2,2,9,9,2,8150
2,2,7,14,2,8150
2,2,5,19,2,8150
2,2,15,2,1,8150
2,2,13,7,1,8150
2,2,11,12,1,8150
2,2,9,17,1,8150
2,2,7,22,1,8150
2,2,15,10,0,8150
2,2,13,15,0,8150
2,2,11,20,0,8150
2,1,1,2,6,8150
2,1,5,0,5,8150
2,1,3,5,5,8150
2,1,1,10,5,8150
2,1,7,3,4,8150
2,1,5,8,4,8150
2,1,3,13,4,8150
2,1,1,18,4,8150
2,1,11,1,3,8150
2,1,9,6,3,8150
2,1,7,11,3,8150
2,1,5,16,3,8150
2,1,3,21,3,8150
2,1,13,4,2,8150
2,1,11,9,2,8150
2,1,9,14,2,8150
2,1,7,19,2,8150
2,1,15,7,1,8150
2,1,13,12,1,8150
2,1,11,17,1,8150
2,1,9,22,1,8150
2,1,15,15,0,8150
2,1,13,20,0,8150
2,0,3,2,6,8150
2,0,1,7,6,8150
2,0,7,0,5,8150
2,0,5,5,5,8150
2,0,3,10,5,8150
2,0,1,15,5,8150
2,0,9,3,4,8150
2,0,7,8,4,8150
2,0,5,13,4,8150
2,0,3,18,4,8150
2,0,13,1,3,8150
2,0,11,6,3,8150
2,0,9,11,3,8150
2,0,7,16,3,8150
2,0,5,21,3,8150
2,0,15,4,2,8150
2,0,13,9,2,8150
2,0,11,14,2,8150
2,0,9,19,2,8150
2,0,15,12,1,8150
2,0,13,17,1,8150
2,0,11,22,1,8150
2,0,15,20,0,8150
1,11,1,4,1,8150
1,11,5,2,0,8150
1,11,3,7,0,8150
1,11,1,12,0,8150
1,10,1,1,2,8150
1,10,3,4,1,8150
1,10,1,9,1,8150
1,10,7,2,0,8150
1,10,5,7,0,8150
1,10,3,12,0,8150
1,10,1,17,0,8150
1,9,3,1,2,8150
1,9,1,6,2,8150
1,9,5,4,1,8150
1,9,3,9,1,8150
1,9,1,14,1,8150
1,9,9,2,0,8150
1,9,7,7,0,8150
1,9,5,12,0,8150
1,9,3,17,0,8150
1,9,1,22,0,8150
1,8,1,3,3,8150
1,8,5,1,2,8150
1,8,3,6,2,8150
1,8,1,11,2,8150
1,8,7,4,1,8150
1,8,5,9,1,8150
1,8,3,14,1,8150
1,8,1,19,1,8150
1,8,11,2,0,8150
1,8,9,7,0,8150
1,8,7,12,0,8150
1,8,5,17,0,8150
1,8,3,22,0,8150
1,7,1,0,4,8150
1,7,3,3,3,8150
1,7,1,8,3,8150
1,7,7,1,2,8150
1,7,5,6,2,8150
1,7,3,11,2,8150
1,7,1,16,2,8150
1,7,9,4,1,8150
1,7,7,9,1,8150
1,7,5,14,1,8150
1,7,3,19,1,8150
1,7,13,2,0,8150
1,7,11,7,0,8150
1,7,9,12,0,8150
1,7,7,17,0,8150
1,7,5,22,0,8150
1,6,3,0,4,8150
1,6,1,5,4,8150
1,6,5,3,3,8150
1,6,3,8,3,8150
1,6,1,13,3,8150
1,6,9,1,2,8150
1,6,7,6,2,8150
1,6,5,11,2,8150
1,6,3,16,2,8150
1,6,1,21,2,8150
1,6,11,4,1,8150
1,6,9,9,1,8150
1,6,7,14,1,8150
1,6,5,19,1,8150
1,6,15,2,0,8150
1,6,13,7,0,8150
1,6,11,12,0,8150
1,6,9,17,0,8150
1,6,7,22,0,8150
1,5,1,2,5,8150
1,5,5,0,4,8150
1,5,3,5,4,8150
1,5,1,10,4,8150
1,5,7,3,3,8150
1,5,5,8,3,8150
1,5,3,13,3,8150
1,5,1,18,3,8150
1,5,11,1,2,8150
1,5,9,6,2,8150
1,5,7,11,2,8150
1,5,5,16,2,8150
1,5,3,21,2,8150
1,5,13,4,1,8150
1,5,11,9,1,8150
1,5,9,14,1,8150
1,5,7,19,1,8150
1,5,15,7,0,8150
1,5,13,12,0,8150
1,5,11,17,0,8150
1,5,9,22,0,8150
1,4,3,2,5,8150
1,4,1,7,5,8150
1,4,7,0,4,8150
1,4,5,5,4,8150
1,4,3,10,4,8150
1,4,1,15,4,8150
1,4,9,3,3,8150
1,4,7,8,3,8150
1,4,5,13,3,8150
1,4,3,18,3,8150
1,4,13,1,2,8150
1,4,11,6,2,8150
1,4,9,11,2,8150
1,4,7,16,2,8150
1,4,5,21,2,8150
1,4,15,4,1,8150
1,4,13,9,1,8150
1,4,11,14,1,8150
1,4,9,19,1,8150
1,4,15,12,0,8150
1,4,13,17,0,8150
1,4,11,22,0,8150
1,3,1,4,6,8150
1,3,5,2,5,8150
1,3,3,7,5,8150
1,3,1,12,5,8150
1,3,9,0,4,8150
1,3,7,5,4,8150
1,3,5,10,4,8150
1,3,3,15,4,8150
1,3,1,20,4,8150
1,3,11,3,3,8150
1,3,9,8,3,8150
1,3,7,13,3,8150
1,3,5,18,3,8150
1,3,15,1,2,8150
1,3,13,6,2,8150
1,3,11,11,2,8150
1,3,9,16,2,8150
1,3,7,21,2,8150
1,3,15,9,1,8150
1,3,13,14,1,8150
1,3,11,19,1,8150
1,3,15,17,0,8150
1,3,13,22,0,8150
1,2,1,1,7,8150
1,2,3,4,6,8150
1,2,1,9,6,8150
1,2,7,2,5,8150
1,2,5,7,5,8150
1,2,3,12,5,8150
1,2,1,17,5,8150
1,2,11,0,4,8150
1,2,9,5,4,8150
1,2,7,10,4,8150
1,2,5,15,4,8150
1,2,3,20,4,8150
1,2,13,3,3,8150
1,2,11,8,3,8150
1,2,9,13,3,8150
1,2,7,18,3,8150
1,2,15,6,2,8150
1,2,13,11,2,8150
1,2,11,16,2,8150
1,2,9,21,2,8150
1,2,15,14,1,8150
1,2,13,19,1,8150
1,2,15,22,0,8150
1,1,3,1,7,8150
1,1,1,6,7,8150
1,1,5,4,6,8150
1,1,3,9,6,8150
1,1,1,14,6,8150
1,1,9,2,5,8150
1,1,7,7,5,8150
1,1,5,12,5,8150
1,1,3,17,5,8150
1,1,1,22,5,8150
1,1,13,0,4,8150
1,1,11,5,4,8150
1,1,9,10,4,8150
1,1,7,15,4,8150
1,1,5,20,4,8150
1,1,15,3,3,8150
1,1,13,8,3,8150
1,1,11,13,3,8150
1,1,9,18,3,8150
1,1,15,11,2,8150
1,1,13,16,2,8150
1,1,11,21,2,8150
1,1,15,19,1,8150
1,0,1,3,8,8150
1,0,5,1,7,8150
1,0,3,6,7,8150
1,0,1,11,7,8150
1,0,7,4,6,8150
1,0,5,9,6,8150
1,0,3,14,6,8150
1,0,1,19,6,8150
1,0,11,2,5,8150
1,0,9,7,5,8150
1,0,7,12,5,8150
1,0,5,17,5,8150
1,0,3,22,5,8150
1,0,15,0,4,8150
1,0,13,5,4,8150
1,0,11,10,4,8150
1,0,9,15,4,8150
1,0,7,20,4,8150
1,0,15,8,3,8150
1,0,13,13,3,8150
1,0,11,18,3,8150
1,0,15,16,2,8150
1,0,13,21,2,8150
0,11,1,0,3,8150
0,11,3,3,2,8150
0,11,1,8,2,8150
0,11,7,1,1,8150
0,11,5,6,1,8150
0,11,3,11,1,8150
0,11,1,16,1,8150
0,11,9,4,0,8150
0,11,7,9,0,8150
0,11,5,14,0,8150
0,11,3,19,0,8150
0,10,3,0,3,8150
0,10,1,5,3,8150
0,10,5,3,2,8150
0,10,3,8,2,8150
0,10,1,13,2,8150
0,10,9,1,1,8150
0,10,7,6,1,8150
0,10,5,11,1,8150
0,10,3,16,1,8150
0,10,1,21,1,8150
0,10,11,4,0,8150
0,10,9,9,0,8150
0,10,7,14,0,8150
0,10,5,19,0,8150
0,9,1,2,4,8150
0,9,5,0,3,8150
0,9,3,5,3,8150
0,9,1,10,3,8150
0,9,7,3,2,8150
0,9,5,8,2,8150
0,9,3,13,2,8150
0,9,1,18,2,8150
0,9,11,1,1,8150
0,9,9,6,1,8150
0,9,7,11,1,8150
0,9,5,16,1,8150
0,9,3,21,1,8150
0,9,13,4,0,8150
0,9,11,9,0,8150
0,9,9,14,0,8150
0,9,7,19,0,8150
0,8,3,2,4,8150
0,8,1,7,4,8150
0,8,7,0,3,8150
0,8,5,5,3,8150
0,8,3,10,3,8150
0,8,1,15,3,8150
0,8,9,3,2,8150
0,8,7,8,2,8150
0,8,5,13,2,8150
0,8,3,18,2,8150
0,8,13,1,1,8150
0,8,11,6,1,8150
0,8,9,11,1,8150
0,8,7,16,1,8150
0,8,5,21,1,8150
0,8,15,4,0,8150
0,8,13,9,0,8150
0,8,11,14,0,8150
0,8,9,19,0,8150
0,7,1,4,5,8150
0,7,5,2,4,8150
0,7,3,7,4,8150
0,7,1,12,4,8150
0,7,9,0,3,8150
0,7,7,5,3,8150
0,7,5,10,3,8150
0,7,3,15,3,8150
0,7,1,20,3,8150
0,7,11,3,2,8150
0,7,9,8,2,8150
0,7,7,13,2,8150
0,7,5,18,2,8150
0,7,15,1,1,8150
0,7,13,6,1,8150
0,7,11,11,1,8150
0,7,9,16,1,8150
0,7,7,21,1,8150
0,7,15,9,0,8150
0,7,13,14,0,8150
0,7,11,19,0,8150
0,6,1,1,6,8150
0,6,3,4,5,8150
0,6,1,9,5,8150
0,6,7,2,4,8150
0,6,5,7,4,8150
0,6,3,12,4,8150
0,6,1,17,4,8150
0,6,11,0,3,8150
0,6,9,5,3,8150
0,6,7,10,3,8150
0,6,5,15,3,8150
0,6,3,20,3,8150
0,6,13,3,2,8150
0,6,11,8,2,8150
0,6,9,13,2,8150
0,6,7,18,2,8150
0,6,15,6,1,8150
0,6,13,11,1,8150
0,6,11,16,1,8150
0,6,9,21,1,8150
0,6,15,14,0,8150
0,6,13,19,0,8150
0,5,3,1,6,8150
0,5,1,6,6,8150
0,5,5,4,5,8150
0,5,3,9,5,8150
0,5,1,14,5,8150
0,5,9,2,4,8150
0,5,7,7,4,8150
0,5,5,12,4,8150
0,5,3,17,4,8150
0,5,1,22,4,8150
0,5,13,0,3,8150
0,5,11,5,3,8150
0,5,9,10,3,8150
0,5,7,15,3,8150
0,5,5,20,3,8150
0,5,15,3,2,8150
0,5,13,8,2,8150
0,5,11,13,2,8150
0,5,9,18,2,8150
0,5,15,11,1,8150
0,5,13,16,1,8150
0,5,11,21,1,8150
0,5,15,19,0,8150
0,4,1,3,7,8150
0,4,5,1,6,8150
0,4,3,6,6,8150
0,4,1,11,6,8150
0,4,7,4,5,8150
0,4,5,9,5,8150
0,4,3,14,5,8150
0,4,1,19,5,8150
0,4,11,2,4,8150
0,4,9,7,4,8150
0,4,7,12,4,8150
0,4,5,17,4,8150
0,4,3,22,4,8150
0,4,15,0,3,8150
0,4,13,5,3,8150
0,4,11,10,3,8150
0,4,9,15,3,8150
0,4,7,20,3,8150
0,4,15,8,2,8150
0,4,13,13,2,8150
0,4,11,18,2,8150
0,4,15,16,1,8150
0,4,13,21,1,8150
0,3,1,0,8,8150
0,3,3,3,7,8150
0,3,1,8,7,8150
0,3,7,1,6,8150
0,3,5,6,6,8150
0,3,3,11,6,8150
0,3,1,16,6,8150
0,3,9,4,5,8150
0,3,7,9,5,8150
0,3,5,14,5,8150
0,3,3,19,5,8150
0,3,13,2,4,8150
0,3,11,7,4,8150
0,3,9,12,4,8150
0,3,7,17,4,8150
0,3,5,22,4,8150
0,3,15,5,3,8150
0,3,13,10,3,8150
0,3,11,15,3,8150
0,3,9,20,3,8150
0,3,15,13,2,8150
0,3,13,18,2,8150
0,3,15,21,1,8150
0,2,3,0,8,8150
0,2,1,5,8,8150
0,2,5,3,7,8150
0,2,3,8,7,8150
0,2,1,13,7,8150
0,2,9,1,6,8150
0,2,7,6,6,8150
0,2,5,11,6,8150
0,2,3,16,6,8150
0,2,1,21,6,8150
0,2,11,4,5,8150
0,2,9,9,5,8150
0,2,7,14,5,8150
0,2,5,19,5,8150
0,2,15,2,4,8150
0,2,13,7,4,8150
0,2,11,12,4,8150
0,2,9,17,4,8150
0,2,7,22,4,8150
0,2,15,10,3,8150
0,2,13,15,3,8150
0,2,11,20,3,8150
0,2,15,18,2,8150
0,1,1,2,9,8150
0,1,5,0,8,8150
0,1,3,5,8,8150
0,1,1,10,8,8150
0,1,7,3,7,8150
0,1,5,8,7,8150
0,1,3,13,7,8150
0,1,1,18,7,8150
0,1,11,1,6,8150
0,1,9,6,6,8150
0,1,7,11,6,8150
0,1,5,16,6,8150
0,1,3,21,6,8150
0,1,13,4,5,8150
0,1,11,9,5,8150
0,1,9,14,5,8150
0,1,7,19,5,8150
0,1,15,7,4,8150
0,1,13,12,4,8150
0,1,11,17,4,8150
0,1,9,22,4,8150
0,1,15,15,3,8150
0,1,13,20,3,8150
0,0,3,2,9,8150
0,0,1,7,9,8150
0,0,7,0,8,8150
0,0,5,5,8,8150
0,0,3,10,8,8150
0,0,1,15,8,8150
0,0,9,3,7,8150
0,0,7,8,7,8150
0,0,5,13,7,8150
0,0,3,18,7,8150
0,0,13,1,6,8150
0,0,11,6,6,8150
0,0,9,11,6,8150
0,0,7,16,6,8150
0,0,5,21,6,8150
0,0,15,4,5,8150
0,0,13,9,5,8150
0,0,11,14,5,8150
0,0,9,19,5,8150
0,0,15,12,4,8150
0,0,13,17,4,8150
0,0,11,22,4,8150
0,0,15,20,3,8150
3,9,0,1,0,8200
3,8,2,1,0,8200
3,8,0,6,0,8200
3,7,0,3,1,8200
3,7,4,1,0,8200
3,7,2,6,0,8200
3,7,0,11,0,8200
3,6,0,0,2,8200
3,6,2,3,1,8200
3,6,0,8,1,8200
3,6,6,1,0,8200
3,6,4,6,0,8200
3,6,2,11,0,8200
3,6,0,16,0,8200
3,5,2,0,2,8200
3,5,0,5,2,8200
3,5,4,3,1,8200
3,5,2,8,1,8200
3,5,0,13,1,8200
3,5,8,1,0,8200
3,5,6,6,0,8200
3,5,4,11,0,8200
3,5,2,16,0,8200
3,5,0,21,0,8200
3,4,0,2,3,8200
3,4,4,0,2,8200
3,4,2,5,2,8200
3,4,0,10,2,8200
3,4,6,3,1,8200
3,4,4,8,1,8200
3,4,2,13,1,8200
3,4,0,18,1,8200
3,4,10,1,0,8200
3,4,8,6,0,8200
3,4,6,11,0,8200
3,4,4,16,0,8200
3,4,2,21,0,8200
3,3,2,2,3,8200
3,3,0,7,3,8200
3,3,6,0,2,8200
3,3,4,5,2,8200
3,3,2,10,2,8200
3,3,0,15,2,8200
3,3,8,3,1,8200
3,3,6,8,1,8200
3,3,4,13,1,8200
3,3,2,18,1,8200
3,3,12,1,0,8200
3,3,10,6,0,8200
3,3,8,11,0,8200
3,3,6,16,0,8200
3,3,4,21,0,8200
3,2,0,4,4,8200
3,2,4,2,3,8200
3,2,2,7,3,8200
3,2,0,12,3,8200
3,2,8,0,2,8200
3,2,6,5,2,8200
3,2,4,10,2,8200
3,2,2,15,2,8200
3,2,0,20,2,8200
3,2,10,3,1,8200
3,2,8,8,1,8200
3,2,6,13,1,8200
3,2,4,18,1,8200
3,2,14,1,0,8200
3,2,12,6,0,8200
3,2,10,11,0,8200
3,2,8,16,0,8200
3,2,6,21,0,8200
3,1,0,1,5,8200
3,1,2,4,4,8200
3,1,0,9,4,8200
3,1,6,2,3,8200
3,1,4,7,3,8200
3,1,2,12,3,8200
3,1,0,17,3,8200
3,1,10,0,2,8200
3,1,8,5,2,8200
3,1,6,10,2,8200
3,1,4,15,2,8200
3,1,2,20,2,8200
3,1,12,3,1,8200
3,1,10,8,1,8200
3,1,8,13,1,8200
3,1,6,18,1,8200
3,1,14,6,0,8200
3,1,12,11,0,8200
3,1,10,16,0,8200
3,1,8,21,0,8200
3,0,2,1,5,8200
3,0,0,6,5,8200
3,0,4,4,4,8200
3,0,2,9,4,8200
3,0,0,14,4,8200
3,0,8,2,3,8200
3,0,6,7,3,8200
3,0,4,12,3,8200
3,0,2,17,3,8200
3,0,0,22,3,8200
3,0,12,0,2,8200
3,0,10,5,2,8200
3,0,8,10,2,8200
3,0,6,15,2,8200
3,0,4,20,2,8200
3,0,14,3,1,8200
3,0,12,8,1,8200
3,0,10,13,1,8200
3,0,8,18,1,8200
3,0,14,11,0,8200
3,0,12,16,0,8200
3,0,10,21,0,8200
2,11,0,3,0,8200
2,10,0,0,1,8200
2,10,2,3,0,8200
2,10,0,8,0,8200
2,9,2,0,1,8200
2,9,0,5,1,8200
2,9,4,3,0,8200
2,9,2,8,0,8200
2,9,0,13,0,8200
2,8,0,2,2,8200
2,8,4,0,1,8200
2,8,2,5,1,8200
2,8,0,10,1,8200
2,8,6,3,0,8200
2,8,4,8,0,8200
2,8,2,13,0,8200
2,8,0,18,0,8200
2,7,2,2,2,8200
2,7,0,7,2,8200
2,7,6,0,1,8200
2,7,4,5,1,8200
2,7,2,10,1,8200
2,7,0,15,1,8200
2,7,8,3,0,8200
2,7,6,8,0,8200
2,7,4,13,0,8200
2,7,2,18,0,8200
2,6,0,4,3,8200
2,6,4,2,2,8200
2,6,2,7,2,8200
2,6,0,12,2,8200
2,6,8,0,1,8200
2,6,6,5,1,8200
2,6,4,10,1,8200
2,6,2,15,1,8200
2,6,0,20,1,8200
2,6,10,3,0,8200
